Uniprot Accession	Description	Gene	Peptides.used.for.quantitation	Confidence.score	Molecular weight (Da)	Dataset	Bnumber	Annotated functional COG groups (letter)	Annotated functional COG group (description)	Annotated functional COG class
P09184	Very short patch repair protein OS=Escherichia coli (strain K12) GN=vsr PE=1 SV=3	vsr	2	77.43	17986.20384	1	b1960	L	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
P0AFC0	Dihydroneopterin triphosphate pyrophosphatase OS=Escherichia coli (strain K12) GN=nudB PE=1 SV=1	nudB	2	92.9	17276.85764	1	b1865	LR	Replication, recombination and repair	INFORMATION STORAGE AND PROCESSING
P0ACL0	Glycerol-3-phosphate regulon repressor OS=Escherichia coli (strain K12) GN=glpR PE=1 SV=1	glpR	2	86.36	28012.40604	2	b3423	KG	Transcription	INFORMATION STORAGE AND PROCESSING
P0ACN7	HTH-type transcriptional repressor CytR OS=Escherichia coli (strain K12) GN=cytR PE=1 SV=1	cytR	2	50.86	37777.32841	2	b3934	K	Transcription	INFORMATION STORAGE AND PROCESSING
P06846	HTH-type transcriptional regulator ebgR OS=Escherichia coli (strain K12) GN=ebgR PE=4 SV=2	ebgR	2	96.38	36169.89052	2	b3075	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0ACL2	Exu regulon transcriptional regulator OS=Escherichia coli (strain K12) GN=exuR PE=4 SV=1	exuR	2	126.3	29798.93423	2	b3094	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0AEM6	RNA polymerase sigma factor for flagellar operon OS=Escherichia coli (strain K12) GN=fliA PE=3 SV=1	fliA	2	109.88	27486.2642	2	b1922	K	Transcription	INFORMATION STORAGE AND PROCESSING
P25748	HTH-type transcriptional regulator galS OS=Escherichia coli (strain K12) GN=galS PE=1 SV=2	galS	2	71.15	37315.00407	2	b2151	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0A9F6	Glycine cleavage system transcriptional activator OS=Escherichia coli (strain K12) GN=gcvA PE=1 SV=1	gcvA	2	92.2	34362.11053	2	b2808	K	Transcription	INFORMATION STORAGE AND PROCESSING
P16528	Acetate operon repressor OS=Escherichia coli (strain K12) GN=iclR PE=1 SV=1	iclR	2	80.03	29702.3942	2	b4018	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0A9F9	HTH-type transcriptional regulator metR OS=Escherichia coli (strain K12) GN=metR PE=4 SV=1	metR	2	91.34	35588.55525	2	b3828	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0AFW8	Protein rof OS=Escherichia coli (strain K12) GN=rof PE=1 SV=1	rof	2	60.34	9455.67371	2	b0189	K	Transcription	INFORMATION STORAGE AND PROCESSING
P30864	Uncharacterized HTH-type transcriptional regulator yafC OS=Escherichia coli (strain K12) GN=yafC PE=1 SV=1	yafC	2	49	33736.61375	2	b0208	K	Transcription	INFORMATION STORAGE AND PROCESSING
P37671	HTH-type transcriptional regulator yiaJ OS=Escherichia coli (strain K12) GN=yiaJ PE=1 SV=1	yiaJ	2	92.26	31028.83427	2	b3574	K	Transcription	INFORMATION STORAGE AND PROCESSING
P31475	Uncharacterized HTH-type transcriptional regulator yieP OS=Escherichia coli (strain K12) GN=yieP PE=4 SV=3	yieP	2	154.1	26041.25646	2	b3755	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0ACK5	Deoxyribose operon repressor OS=Escherichia coli (strain K12) GN=deoR PE=1 SV=1	deoR	2	71.72	28511.57257	2	b0840	KG	Transcription	INFORMATION STORAGE AND PROCESSING
P0ACK8	L-fucose operon activator OS=Escherichia coli (strain K12) GN=fucR PE=4 SV=1	fucR	2	64.53	27327.20472	2	b2805	KG	Transcription	INFORMATION STORAGE AND PROCESSING
P15082	Glucitol operon repressor OS=Escherichia coli (strain K12) GN=srlR PE=2 SV=1	srlR	2	39.05	28200.37293	2	b2707	KG	Transcription	INFORMATION STORAGE AND PROCESSING
P77721	Uncharacterized HTH-type transcriptional regulator ydjF OS=Escherichia coli (strain K12) GN=ydjF PE=1 SV=1	ydjF	2	117.19	28225.67774	2	b1770	KG	Transcription	INFORMATION STORAGE AND PROCESSING
P37338	HTH-type transcriptional repressor CsiR OS=Escherichia coli (strain K12) GN=csiR PE=1 SV=2	csiR	2	97.91	24956.87554	1	b2664	K	Transcription	INFORMATION STORAGE AND PROCESSING
P45544	HTH-type transcriptional regulator frlR OS=Escherichia coli (strain K12) GN=frlR PE=1 SV=2	frlR	2	63.17	27785.2581	2	b3375	K	Transcription	INFORMATION STORAGE AND PROCESSING
P67430	HTH-type transcriptional repressor nemR OS=Escherichia coli (strain K12) GN=nemR PE=1 SV=1	nemR	2	66.26	22243.11882	1	b1649	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0AF63	HTH-type transcriptional repressor nsrR OS=Escherichia coli (strain K12) GN=nsrR PE=1 SV=1	nsrR	2	129.15	15565.12518	1	b4178	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0A9U6	HTH-type transcriptional regulator puuR OS=Escherichia coli (strain K12) GN=puuR PE=1 SV=1	puuR	2	69.89	20061.16312	2	b1299	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0ACI3	Xylose operon regulatory protein OS=Escherichia coli (strain K12) GN=xylR PE=4 SV=1	xylR	2	78.79	44823.08056	2	b3569	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0ACM2	Uncharacterized HTH-type transcriptional regulator ydfH OS=Escherichia coli (strain K12) GN=ydfH PE=1 SV=1	ydfH	2	92.61	26530.475	1	b1540	K	Transcription	INFORMATION STORAGE AND PROCESSING
P37344	Psp operon transcriptional activator OS=Escherichia coli (strain K12) GN=pspF PE=1 SV=2	pspF	2	84.39	36945.19741	2	b1303	KT	Transcription	INFORMATION STORAGE AND PROCESSING
P0A9V5	Uncharacterized HTH-type transcriptional regulator yiaG OS=Escherichia coli (strain K12) GN=yiaG PE=4 SV=1	yiaG	2	74.39	11007.7774	1	b3555	K	Transcription	INFORMATION STORAGE AND PROCESSING
P39356	Uncharacterized transcriptional regulator yjhU OS=Escherichia coli (strain K12) GN=yjhU PE=3 SV=2	yjhU	2	115.88	36070.68919	2	b4295	K	Transcription	INFORMATION STORAGE AND PROCESSING
P77559	Uncharacterized HTH-type transcriptional regulator ynfL OS=Escherichia coli (strain K12) GN=ynfL PE=4 SV=1	ynfL	2	51.9	33242.40853	1	b1595	K	Transcription	INFORMATION STORAGE AND PROCESSING
Q46855	Uncharacterized HTH-type transcriptional regulator yqhC OS=Escherichia coli (strain K12) GN=yqhC PE=4 SV=2	yqhC	2	63.95	35915.53164	1	b3010	K	Transcription	INFORMATION STORAGE AND PROCESSING
P0A9W6	Uncharacterized protein YrbA OS=Escherichia coli (strain K12) GN=yrbA PE=1 SV=1	yrbA	2	71.44	9427.72188	2	b3190	K	Transcription	INFORMATION STORAGE AND PROCESSING
P75959	N-acetyl-D-glucosamine kinase OS=Escherichia coli (strain K12) GN=nagK PE=1 SV=1	nagK	2	105.75	33003.5642	2	b1119	KG	Transcription	INFORMATION STORAGE AND PROCESSING
P0A6R3	DNA-binding protein fis OS=Escherichia coli (strain K12) GN=fis PE=1 SV=1	fis	2	162.51	11214.75515	2	b3261	KL	Transcription	INFORMATION STORAGE AND PROCESSING
P0A7Y8	Ribonuclease P protein component OS=Escherichia coli (strain K12) GN=rnpA PE=3 SV=1	rnpA	2	125.88	13762.65097	2	b3704	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
P0CG19	Inactive ribonuclease PH OS=Escherichia coli (strain K12) GN=rph PE=3 SV=1	rph	2	126.53	24391.49325	2	b3643	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
P0A7P5	50S ribosomal protein L34 OS=Escherichia coli (strain K12) GN=rpmH PE=1 SV=1	rpmH	2	67.22	5359.06597	2	b3703	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
P0A937	Small protein A OS=Escherichia coli (strain K12) GN=smpA PE=1 SV=1	bamE	2	143.59	12276.16819	2	b2617	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
P0ACG8	Heat shock protein 15 OS=Escherichia coli (strain K12) GN=hslR PE=1 SV=1	hslR	2	53.56	15468.26447	2	b3400	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
P39380	RNA 2'-phosphotransferase OS=Escherichia coli (strain K12) GN=kptA PE=3 SV=2	kptA	2	61.16	20498.77423	1	b4331	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
P0A8N7	Uncharacterized protein YjeA OS=Escherichia coli (strain K12) GN=poxA PE=1 SV=1	poxA	2	106.53	36934.39682	1	b4155	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
P32684	Ribosomal large subunit pseudouridine synthase F OS=Escherichia coli (strain K12) GN=rluF PE=1 SV=1	rluF	2	118.39	32438.40849	2	b4022	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
P0A7N1	50S ribosomal protein L31 type B OS=Escherichia coli (strain K12) GN=rpmE2 PE=1 SV=1	rpmE	2	138.77	9896.06405	1	b3936	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
P0AGK4	RNA-binding protein YhbY OS=Escherichia coli (strain K12) GN=yhbY PE=1 SV=1	yhbY	2	74.31	10759.04069	2	b3180	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
P46854	Uncharacterized N-acetyltransferase YhhY OS=Escherichia coli (strain K12) GN=yhhY PE=3 SV=1	yhhY	2	88.62	18763.44221	1	b3441	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
P39332	RutC family protein yjgH OS=Escherichia coli (strain K12) GN=yjgH PE=1 SV=1	yjgH	2	84.62	14563.14375	1	b4248	J	Translation, ribosomal structure and biogenesis	INFORMATION STORAGE AND PROCESSING
P33224	Putative acyl-CoA dehydrogenase AidB OS=Escherichia coli (strain K12) GN=aidB PE=1 SV=3	aidB	2	179.51	60532.75051	2	b4187	I	Lipid transport and metabolism	METABOLISM
Q46822	Isopentenyl-diphosphate Delta-isomerase OS=Escherichia coli (strain K12) GN=idi PE=1 SV=1	idi	2	106.9	20477.22272	2	b2889	I	Lipid transport and metabolism	METABOLISM
P27247	Phosphate acyltransferase OS=Escherichia coli (strain K12) GN=plsX PE=1 SV=2	plsX	2	164.32	38172.48086	2	b1090	I	Lipid transport and metabolism	METABOLISM
P33368	Uncharacterized oxidoreductase yohF OS=Escherichia coli (strain K12) GN=yohF PE=3 SV=2	yohF	2	88.94	26915.75915	2	b2137	IQR	Lipid transport and metabolism	METABOLISM
P76407	Lipid kinase YegS OS=Escherichia coli (strain K12) GN=yegS PE=1 SV=1	yegS	2	107.37	32000.34292	2	b2086	IR	Lipid transport and metabolism	METABOLISM
P0A9V8	Uncharacterized oxidoreductase yihU OS=Escherichia coli (strain K12) GN=yihU PE=3 SV=1	yihU	2	72.66	31119.96601	1	b3882	I	Lipid transport and metabolism	METABOLISM
P31119	Bifunctional protein aas OS=Escherichia coli (strain K12) GN=aas PE=1 SV=2	aas	2	82.59	80630.57813	2	b2836	IQ	Lipid transport and metabolism	METABOLISM
P0A6E9	Putative dethiobiotin synthetase OS=Escherichia coli (strain K12) GN=ynfK PE=3 SV=1	bioD	2	152.18	24947.35565	2	b0778	H	Coenzyme transport and metabolism	METABOLISM
P29680	Uroporphyrinogen decarboxylase OS=Escherichia coli (strain K12) GN=hemE PE=1 SV=3	hemE	2	119.34	39204.89119	2	b3997	H	Coenzyme transport and metabolism	METABOLISM
P23871	Ferrochelatase OS=Escherichia coli (strain K12) GN=hemH PE=1 SV=3	hemH	2	141.81	35843.27231	2	b0475	H	Coenzyme transport and metabolism	METABOLISM
P0A752	Nicotinate-nucleotide adenylyltransferase OS=Escherichia coli (strain K12) GN=nadD PE=1 SV=1	nadD	2	109.22	24494.56589	2	b0639	H	Coenzyme transport and metabolism	METABOLISM
P0AFK2	Nicotinamide riboside transporter pnuC OS=Escherichia coli (strain K12) GN=pnuC PE=1 SV=1	pnuC	2	52.96	26960.25026	2	b0751	H	Coenzyme transport and metabolism	METABOLISM
P0AGG0	Thiamine-monophosphate kinase OS=Escherichia coli (strain K12) GN=thiL PE=3 SV=1	thiL	2	121.85	35030.6783	2	b0417	H	Coenzyme transport and metabolism	METABOLISM
P0A6I6	Phosphopantetheine adenylyltransferase OS=Escherichia coli (strain K12) GN=coaD PE=1 SV=1	coaD	2	69.78	17807.10425	2	b3634	H	Coenzyme transport and metabolism	METABOLISM
P26281	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase OS=Escherichia coli (strain K12) GN=folK PE=1 SV=3	folK	2	193.15	18049.36747	1	b0142	H	Coenzyme transport and metabolism	METABOLISM
P65870	6-carboxy-5,6,7,8-tetrahydropterin synthase OS=Escherichia coli (strain K12) GN=queD PE=1 SV=1	queD	2	79.79	13745.89403	2	b2765	H	Coenzyme transport and metabolism	METABOLISM
P76423	Hydroxyethylthiazole kinase OS=Escherichia coli (strain K12) GN=thiM PE=3 SV=1	thiM	2	105.6	27303.69195	1	b2104	H	Coenzyme transport and metabolism	METABOLISM
P25534	2-octaprenyl-6-methoxyphenol hydroxylase OS=Escherichia coli (strain K12) GN=ubiH PE=1 SV=2	ubiH	2	58.66	42243.58231	1	b2907	HC	Coenzyme transport and metabolism	METABOLISM
P0A731	Methylglyoxal synthase OS=Escherichia coli (strain K12) GN=mgsA PE=1 SV=1	mgsA	2	289.97	16889.74062	2	b0963	G	Carbohydrate transport and metabolism	METABOLISM
P37351	Ribose-5-phosphate isomerase B OS=Escherichia coli (strain K12) GN=rpiB PE=1 SV=2	rpiB	2	101.64	16045.25233	2	b4090	G	Carbohydrate transport and metabolism	METABOLISM
P56580	Glucitol/sorbitol-specific phosphotransferase enzyme IIB component OS=Escherichia coli (strain K12) GN=srlE PE=1 SV=1	srlE	2	123.5	33292.82514	2	b2703	G	Carbohydrate transport and metabolism	METABOLISM
P05804	Beta-glucuronidase OS=Escherichia coli (strain K12) GN=uidA PE=1 SV=2	uidA	2	58.88	68385.67522	2	b1617	G	Carbohydrate transport and metabolism	METABOLISM
Q6BF16	2-dehydro-3-deoxy-6-phosphogalactonate aldolase OS=Escherichia coli (strain K12) GN=dgoA PE=1 SV=1	dgoA	2	114.35	21359.05096	2	b4477	G	Carbohydrate transport and metabolism	METABOLISM
P31459	2-dehydro-3-deoxygalactonokinase OS=Escherichia coli (strain K12) GN=dgoK PE=4 SV=1	dgoK	2	70.6	31335.68041	1	b3693	G	Carbohydrate transport and metabolism	METABOLISM
P78055	Fructose-6-phosphate aldolase 1 OS=Escherichia coli (strain K12) GN=fsaA PE=1 SV=2	fsaA	2	80.56	22964.16327	2	b0825	G	Carbohydrate transport and metabolism	METABOLISM
P0AB87	L-fuculose phosphate aldolase OS=Escherichia coli (strain K12) GN=fucA PE=1 SV=1	fucA	2	86.07	23742.23723	1	b2800	G	Carbohydrate transport and metabolism	METABOLISM
P30147	Hydroxypyruvate isomerase OS=Escherichia coli (strain K12) GN=hyi PE=1 SV=1	hyi	2	65.59	29340.42935	1	b0508	G	Carbohydrate transport and metabolism	METABOLISM
P77257	Autoinducer 2 import ATP-binding protein LsrA OS=Escherichia coli (strain K12) GN=lsrA PE=1 SV=1	lsrA	2	80.7	55768.52443	2	b1513	G	Carbohydrate transport and metabolism	METABOLISM
P02916	Maltose transport system permease protein malF OS=Escherichia coli (strain K12) GN=malF PE=1 SV=1	malF	2	113.19	56958.59293	2	b4033	G	Carbohydrate transport and metabolism	METABOLISM
P69801	Mannose permease IIC component OS=Escherichia coli (strain K12) GN=manY PE=1 SV=1	manY	2	80.82	27599.68299	2	b1818	G	Carbohydrate transport and metabolism	METABOLISM
P0AEY8	Multidrug transporter MdfA OS=Escherichia coli (strain K12) GN=mdfA PE=1 SV=1	mdfA	2	46.88	44273.76747	1	b0842	G	Carbohydrate transport and metabolism	METABOLISM
P23200	Galactoside transport system permease protein mglC OS=Escherichia coli (strain K12) GN=mglC PE=1 SV=1	mglC	2	89.65	35509.23597	2	b2148	G	Carbohydrate transport and metabolism	METABOLISM
P75906	Poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase OS=Escherichia coli (strain K12) GN=pgaB PE=1 SV=1	pgaB	2	34.07	77346.20831	2	b1023	G	Carbohydrate transport and metabolism	METABOLISM
P0AGI1	Ribose transport system permease protein rbsC OS=Escherichia coli (strain K12) GN=rbsC PE=1 SV=1	rbsC	2	123.54	33412.39622	2	b3750	G	Carbohydrate transport and metabolism	METABOLISM
P36672	PTS system trehalose-specific EIIBC component OS=Escherichia coli (strain K12) GN=treB PE=1 SV=4	treB	2	111.16	51029.32585	2	b4240	G	Carbohydrate transport and metabolism	METABOLISM
P76350	Shikimate transporter OS=Escherichia coli (strain K12) GN=shiA PE=3 SV=1	shiA	2	76.26	47767.92342	2	b1981	G	Carbohydrate transport and metabolism	METABOLISM
P69822	Ascorbate-specific phosphotransferase enzyme IIB component OS=Escherichia coli (strain K12) GN=ulaB PE=1 SV=1	ulaB	2	73.25	10870.52282	1	b4194	G	Carbohydrate transport and metabolism	METABOLISM
P0AGI4	Xylose transport system permease protein xylH OS=Escherichia coli (strain K12) GN=xylH PE=1 SV=1	xylH	2	127.25	40986.02687	2	b3568	G	Carbohydrate transport and metabolism	METABOLISM
P45424	Uncharacterized protein yhcH OS=Escherichia coli (strain K12) GN=yhcH PE=1 SV=1	yhcH	2	156.89	17008.4626	1	b3221	G	Carbohydrate transport and metabolism	METABOLISM
P39363	Putative phosphotransferase IIA component sgcA OS=Escherichia coli (strain K12) GN=sgcA PE=3 SV=1	sgcA	2	141.69	15609.95994	1	b4302	GT	Carbohydrate transport and metabolism	METABOLISM
P15723	Deoxyguanosinetriphosphate triphosphohydrolase OS=Escherichia coli (strain K12) GN=dgt PE=1 SV=4	dgt	2	55.74	59327.47404	2	b0160	F	Nucleotide transport and metabolism	METABOLISM
P23331	Thymidine kinase OS=Escherichia coli (strain K12) GN=tdk PE=3 SV=1	tdk	2	162.02	23423.6654	2	b1238	F	Nucleotide transport and metabolism	METABOLISM
P08337	Mutator mutT protein OS=Escherichia coli (strain K12) GN=mutT PE=1 SV=1	mutT	2	78.35	14899.60803	1	b0099	F	Nucleotide transport and metabolism	METABOLISM
P77554	Uncharacterized protein yahJ OS=Escherichia coli (strain K12) GN=yahJ PE=4 SV=1	yahJ	2	79.98	50498.75607	2	b0324	FR	Nucleotide transport and metabolism	METABOLISM
P0AEI6	Phosphatase nudJ OS=Escherichia coli (strain K12) GN=nudJ PE=1 SV=1	nudJ	2	105.2	17403.64618	2	b1134	F	Nucleotide transport and metabolism	METABOLISM
Q46925	Cysteine sulfinate desulfinase OS=Escherichia coli (strain K12) GN=csdA PE=1 SV=1	csdA	2	97.28	43188.95647	2	b2810	E	Amino acid transport and metabolism	METABOLISM
P69908	Glutamate decarboxylase alpha OS=Escherichia coli (strain K12) GN=gadA PE=1 SV=1	gadA	2	1246.47	52633.13916	2	b3517	E	Amino acid transport and metabolism	METABOLISM
P0A6T9	Glycine cleavage system H protein OS=Escherichia coli (strain K12) GN=gcvH PE=1 SV=2	gcvH	2	45.52	13784.63774	2	b2904	E	Amino acid transport and metabolism	METABOLISM
P0AC55	Nitrogen regulatory protein P-II 2 OS=Escherichia coli (strain K12) GN=glnK PE=1 SV=1	glnK	2	97.77	12233.6764	2	b0450	E	Amino acid transport and metabolism	METABOLISM
P24555	Protease 2 OS=Escherichia coli (strain K12) GN=ptrB PE=1 SV=2	ptrB	2	24.77	79422.33087	2	b1845	E	Amino acid transport and metabolism	METABOLISM
P16095	L-serine dehydratase 1 OS=Escherichia coli (strain K12) GN=sdaA PE=1 SV=3	sdaA	2	188.3	48857.13065	2	b1814	E	Amino acid transport and metabolism	METABOLISM
P23173	Low affinity tryptophan permease OS=Escherichia coli (strain K12) GN=tnaB PE=1 SV=1	tnaB	2	117.68	45163.0612	2	b3709	E	Amino acid transport and metabolism	METABOLISM
P52096	Uncharacterized protein yaeR OS=Escherichia coli (strain K12) GN=yaeR PE=4 SV=1	yaeR	2	115.76	14709.3447	2	b0187	E	Amino acid transport and metabolism	METABOLISM
P05041	Para-aminobenzoate synthase component 1 OS=Escherichia coli (strain K12) GN=pabB PE=1 SV=1	pabB	2	70.11	50919.63501	2	b1812	EH	Amino acid transport and metabolism	METABOLISM
P00805	L-asparaginase 2 OS=Escherichia coli (strain K12) GN=ansB PE=1 SV=2	ansB	2	140.96	36809.73585	2	b2957	EJ	Amino acid transport and metabolism	METABOLISM
P19636	Ethanolamine ammonia-lyase light chain OS=Escherichia coli (strain K12) GN=eutC PE=1 SV=2	eutC	2	109.72	31743.39396	2	b2440	E	Amino acid transport and metabolism	METABOLISM
P52094	Histidine transport system permease protein hisQ OS=Escherichia coli (strain K12) GN=hisQ PE=1 SV=2	hisQ	2	88.79	24615.27278	2	b2308	E	Amino acid transport and metabolism	METABOLISM
P33590	Nickel-binding periplasmic protein OS=Escherichia coli (strain K12) GN=nikA PE=1 SV=1	nikA	2	45.85	58664.18196	2	b3476	E	Amino acid transport and metabolism	METABOLISM
P16691	Protein PhnO OS=Escherichia coli (strain K12) GN=phnO PE=4 SV=1	phnO	2	109.91	16541.25134	1	b4093	E	Amino acid transport and metabolism	METABOLISM
P14176	Glycine betaine/L-proline transport system permease protein proW OS=Escherichia coli (strain K12) GN=proW PE=1 SV=1	proW	2	150.34	37577.3499	2	b2678	E	Amino acid transport and metabolism	METABOLISM
Q47622	Peptide transport periplasmic protein sapA OS=Escherichia coli (strain K12) GN=sapA PE=3 SV=1	sapA	2	125.2	61508.41287	2	b1294	E	Amino acid transport and metabolism	METABOLISM
P33913	Uncharacterized protein yejA OS=Escherichia coli (strain K12) GN=yejA PE=4 SV=3	yejA	2	144.56	69607.15057	1	b2177	E	Amino acid transport and metabolism	METABOLISM
P65807	Uncharacterized protein ygeY OS=Escherichia coli (strain K12) GN=ygeY PE=3 SV=1	ygeY	2	83.76	44757.01931	1	b2872	E	Amino acid transport and metabolism	METABOLISM
P28305	Aminodeoxychorismate lyase OS=Escherichia coli (strain K12) GN=pabC PE=1 SV=1	pabC	2	82.13	29677.93562	1	b1096	EH	Amino acid transport and metabolism	METABOLISM
P39359	Uncharacterized protein yjhH OS=Escherichia coli (strain K12) GN=yjhH PE=3 SV=2	yjhH	2	157.2	32682.94079	1	b4298	EM	Amino acid transport and metabolism	METABOLISM
P75798	Glutathione transport system permease protein gsiC OS=Escherichia coli (strain K12) GN=gsiC PE=1 SV=1	gsiC	2	160.9	34026.18337	2	b0831	EP	Amino acid transport and metabolism	METABOLISM
P0AFH6	Oligopeptide transport system permease protein oppC OS=Escherichia coli (strain K12) GN=oppC PE=1 SV=1	oppC	2	169.17	32982.33712	2	b1245	EP	Amino acid transport and metabolism	METABOLISM
