KEGG ID	Gene name	Definition
b4266	idno, eck4259, jw4223, yjgu	5-keto-d-gluconate-5-reductase (ec:1,1,1,69)
b4267	idnd, eck4260, jw4224, yjgv	l-idonate 5-dehydrogenase, nad-binding (ec:1,1,1,264)
b4268	idnk, eck4261, gntv, jw4225	d-gluconate kinase, thermosensitive (ec:2,7,1,12)
b4269	yjgb, eck4262, jw5761	predicted alcohol dehydrogenase, zn-dependent and nad(p)-binding
b4270	leux, eck4263, jwr0115, su-6, supp	trna-leu
b4271	intb, eck4264, int, jw4227, yjgc	pseudogene
b4277	yjgz, eck4267, jw4236	kple2 phage-like element; predicted protein
b4278	insg, eck4268	kple2 phage-like element; is4 predicted transposase
b4279	yjhb, eck4269, jw5768	kple2 phage-like element; predicted transporter
b4280	yjhc, eck4270, jw5769	kple2 phage-like element; predicted oxidoreductase
b4281	yjhd, eck4271, jw5770	pseudogene
b4282	yjhe, eck4272, jw4242	pseudogene
b4284	insi, eck0258	kple2 phage-like element; is30 transposase
b4286	yjhv, eck4276, jw4246	pseudogene
b4287	fece, eck4277, jw4247	kple2 phage-like element; iron-dicitrate transporter subunit
b4288	fecd, eck4278, jw4248	kple2 phage-like element; iron-dicitrate transporter subunit
b4289	fecc, eck4279, jw4249	kple2 phage-like element; iron-dicitrate transporter subunit
b4290	fecb, eck4280, jw4250	kple2 phage-like element; iron-dicitrate transporter subunit
b4291	feca, eck4281, jw4251	kple2 phage-like element; ferric citrate outer membrane transporter
b4292	fecr, eck4282, jw4252	kple2 phage-like element; transmembrane signal transducer for ferric
b4293	feci, eck4283, jw4253	kple2 phage-like element; rna polymerase, sigma 19 factor
b4295	yjhu, eck4284, jw5952	kple2 phage-like element; predicted dna-binding transcriptional
b4296	yjhf, eck4285, jw4258	kple2 phage-like element; predicted transporter
b4297	yjhg, eck4286, jw4259	kple2 phage-like element; predicted dehydratase
b4298	yjhh, eck4287, jw5775	kple2 phage-like element; predicted lyase/synthase
b4299	yjhi, eck4288, jw4261	kple2 phage-like element; predicted dna-binding transcriptional
b4300	sgcr, eck4289, jw4262, yjhj	kple2 phage-like element; predicted dna-binding transcriptional
b4301	sgce, eck4290, jw4263, yjhk	kple2 phage-like element; predicted epimerase
b4302	sgca, eck4291, jw4264, yjhl	kple2 phage-like element; predicted phosphotransferase enzyme iia
b4303	sgcq, eck4292, jw4265, yjhm	kple2 phage-like element; predicted nucleoside triphosphatase
b4304	sgcc, eck4293, jw4266, yjhn	kple2 phage-like element; predicted phosphotransferase enzyme iic
b4305	sgcx, eck4295, jw5776, yjho	kple2 phage-like element; predicted endoglucanase with zn-dependent
b4306	yjhp, eck4296, jw4268	kple2 phage-like element; predicted methyltransferase
b4307	yjhq, eck4297, jw4269	kple2 phage-like element; predicted acetyltransferase
b4308	yjhr, eck4299, jw4271	pseudogene
b4309	yjhs, eck4300, jw4272	conserved protein
b4310	nanm, eck4301, jw5777, yjht	conserved protein
b4311	nanc, eck4302, jw5778, yjha	n-acetylnuraminic acid outer membrane channel protein
b4312	fimb, eck4303, jw4275	tyrosine recombinase/inversion of on/off regulator of fima
b4313	fime, eck4304, hyp, jw4276	tyrosine recombinase/inversion of on/off regulator of fima
b4314	fima, eck4305, fimd, fmaa, jw4277, pila	major type 1 subunit fimbrin (pilin)
b4315	fimi, eck4306, fmaw, jw5779	fimbrial protein involved in type 1 pilus biosynthesis
b4316	fimc, eck4307, jw4279	chaperone, periplasmic
b4317	fimd, eck4308, jw5780	outer membrane usher protein, type 1 fimbrial synthesis
b4318	fimf, eck4309, fmax, jw4281	minor component of type 1 fimbriae
b4319	fimg, eck4310, fmay, jw4282	minor component of type 1 fimbriae
b4320	fimh, eck4311, jw4283	minor component of type 1 fimbriae
b4321	gntp, eck4312, jw4284, yjib	fructuronate transporter
b4322	uxua, eck4313, jw4285	mannonate hydrolase (ec:4,2,1,8)
b4323	uxub, eck4314, jw4286	d-mannonate oxidoreductase, nad-binding (ec:1,1,1,57)
b4324	uxur, eck4315, jw4287	dna-binding transcriptional repressor
b4325	yjic, eck4316, jw4288	predicted protein
b4326	irad, eck4317, jw5782, yjid	dna replication/recombination/repair protein
b4327	yjie, eck4318, jw4290	predicted dna-binding transcriptional regulator
b4328	iada, eck4319, jw4291, yjif	isoaspartyl dipeptidase (ec:3,4,19,5)
b4329	yjig, eck4320, jw4292	conserved inner membrane protein
b4330	yjih, eck4321, jw5783	conserved inner membrane protein
b4331	kpta, eck4322, jw5784, yjii	2'-phosphotransferase (ec:2,7,-,-)
b4332	yjij, eck4323, jw4295	predicted inner membrane protein
b4333	yjik, eck4324, jw5869	conserved protein
b4334	yjil, eck4325, jw5785	predicted atpase, activator of (r)-hydroxyglutaryl-coa dehydratase
b4335	yjim, eck4326, jw5786	predicted 2-hydroxyglutaryl-coa dehydratase
b4336	yjin, eck4327, jw4299	conserved inner membrane protein
b4337	mdtm, eck4328, jw4300, yjio	multidrug efflux system protein
b4339	yjip, eck4329, jw5953, yjiq	pseudogene
b4340	yjir, eck4331, jw4303	fused predicted dna-binding transcriptional regulator/predicted
b4341	yjis, eck4332, jw4304	conserved protein
b4342	yjit, eck4333, jw5787	pseudogene
b4345	mcrc, eck4335, jw5789	5-methylcytosine-specific restriction enzyme mcrbc, subunit mcrc
b4346	mcrb, eck4336, jw5871, rglb	5-methylcytosine-specific restriction enzyme mcrbc, subunit mcrb
b4347	syme, dinl, eck4337, jw4310, sosc, yjiw	conserved protein
b4348	hsds, eck4338, hsp, hss, jw4311	specificity determinant for hsdm and hsdr
b4349	hsdm, eck4339, hsm, hsp, jw4312	dna methylase m (ec:2,1,1,72)
b4350	hsdr, eck4340, hsp, hsr, jw4313	endonuclease r (ec:3,1,21,3)
b4351	mrr, eck4341, jw4314, mcrf	methylated adenine and cytosine restriction protein
b4352	yjia, eck4342, jw5790	predicted gtpase
b4353	yjix, eck4343, jw4316	conserved protein
b4354	yjiy, eck4344, jw5791	predicted inner membrane protein
b4355	tsr, ched, eck4345, jw4318	methyl-accepting chemotaxis protein i, serine sensor receptor
b4356	yjjl, eck4346, jw4319, yjiz	predicted transporter
b4357	yjjm, eck4347, jw5792	predicted dna-binding transcriptional regulator
b4358	yjjn, eck4348, jw5793	predicted oxidoreductase, zn-dependent and nad(p)-binding
b4359	opgb, eck4349, jw5794, mdob, yjjo	phosphoglycerol transferase i (ec:2,7,8,20)
b4360	yjja, eck4350, jw5795	conserved protein
b4361	dnac, dnad, eck4351, jw4325	dna biosynthesis protein
b4362	dnat, eck4352, jw4326	dna biosynthesis protein (primosomal protein i)
b4363	yjjb, eck4353, jw4327	conserved inner membrane protein
b4364	yjjp, eck4354, jw5796	predicted inner membrane protein
b4365	yjjq, eck4355, jw4329	predicted dna-binding transcriptional regulator
b4366	bglj, eck4356, jw5955, yjjr	dna-binding transcriptional activator
b4367	fhuf, eck4357, jw4331, yjjs	ferric iron reductase involved in ferric hydroximate transport
b4369	leup, eck4360, jwr0222, leuvbeta	trna-leu
b4370	leuq, eck4361, jwr0223, leuvgamma	trna-leu
b4371	rsmc, eck4362, jw4333, yjjt	16s rrna m(2)g1207 methyltransferase (ec:2,1,1,52)
b4372	hold, eck4363, jw4334	dna polymerase iii, psi subunit (ec:2,7,7,7)
b4373	rimi, eck4364, jw4335	acetylase for 30s ribosomal subunit protein s18 (ec:2,3,1,128)
b4374	yjjg, eck4365, jw4336	dump phosphatase
b4375	prfc, eck4366, jw5873, sra, srb, tos	peptide chain release factor rf-3
b4376	osmy, eck4367, jw4338	periplasmic protein
b4377	yjju, eck4369, jw4340	predicted esterase
b4378	yjjv, eck4370, jw4341	predicted dnase
b4379	yjjw, eck4371, jw4342	predicted pyruvate formate lyase activating enzyme
b4380	yjji, eck4372, jw4343, yjjh	conserved protein
b4381	deoc, dra, eck4373, jw4344, thyr, tlr	2-deoxyribose-5-phosphate aldolase, nad(p)-linked (ec:4,1,2,4)
b4382	deoa, eck4374, jw4345, tp, tpp, ttg	thymidine phosphorylase (ec:2,4,2,4)
b4383	deob, drm, eck4375, jw4346, thyr, tlr	phosphopentomutase (ec:5,4,2,7)
b4384	deod, eck4376, jw4347, pup	purine-nucleoside phosphorylase (ec:2,4,2,1)
b4385	yjjj, eck4377, jw4348	predicted dna-binding transcriptional regulator
b4386	lpla, eck4378, jw4349, slr, yjjf	lipoate-protein ligase a (ec:6,3,2,-)
b4387	ytjb, eck4379, jw4350, smp	conserved protein
b4388	serb, eck4380, jw4351	3-phosphoserine phosphatase (ec:3,1,3,3)
b4389	rada, eck4381, jw4352, sms	predicted repair protein
b4390	nadr, eck4382, jw5800, nadi	bifunctional dna-binding transcriptional repressor/nmn
b4391	yjjk, eck4383, jw4354	fused predicted transporter subunits of abc superfamily: atp-binding
b4392	slt, eck4384, jw4355, slty	lytic murein transglycosylase, soluble (ec:3,2,1,-)
b4393	trpr, eck4385, jw4356	dna-binding transcriptional repressor, tryptophan-binding
b4394	yjjx, eck4386, jw5801	thiamin metabolism associated protein
b4395	ytjc, eck4387, gpmb, jw4358	phosphoglyceromutase 2, co-factor independent
b4396	rob, cbpb, eck4388, jw4359, roba	dna-binding transcriptional activator
b4397	crea, eck4389, jw4360, yjjd	conserved protein
b4398	creb, eck4390, jw4361, orf2, yjje	dna-binding response regulator in two-component regulatory system
b4399	crec, eck4391, jw4362, phom	sensory histidine kinase in two-component regulatory system with
b4400	cred, cet, eck4392, jw4363, refii	inner membrane protein
b4401	arca, cpxc, dye, eck4393, fexa, jw4364, msp, seg, sfra	dna-binding response regulator in two-component regulatory system
b4402	yjjy, eck4394, jw4365	predicted protein
b4403	yjtd, eck4395, jw4366, last	predicted rrna methyltransferase
b4406	yaep, eck0189, jw0185	conserved protein
b4407	this, eck3983, jw3955	sulphur carrier protein
b4408	csrb, eck2787, jwr0062	csra-binding srna
b4409	blr, eck1620, jw5963	beta-lactam resistance membrane protein
b4410	ecna, eck4142, jw5737	entericidin a membrane lipoprotein, antidote entericidin b
b4411	ecnb, eck4143, jw4108, yjeu	entericidin b membrane lipoprotein
b4412	hokc, eck0018, gef, jw5879	toxic membrane protein, small
b4414	tff, eck0167, jwr0225, t44	novel srna, function unknown
b4415	hoke, eck0574, jw5084, ybdy	toxic polypeptide, small
b4416	ryba, eck0806, jwr0226	novel srna, function unknown
b4417	rybb, eck0837, jwr0227, p25	srna effector of ompc and ompw mrna instability; requires hfq
b4418	psrd, eck1073, jwr0228, pke20, psra4, srab	novel srna, function unknown
b4420	rdla, eck1205, jwr0229	antisense srna rdla
b4421	ldrb, eck1206, jw5958	toxic polypeptide, small
b4422	rdlb, eck1207, jwr0230	antisense srna rdlb
b4423	ldrc, eck1208, jw5959	toxic polypeptide, small
b4424	rdlc, eck1209, jwr0231	antisense srna rdlc
b4425	rttr, eck1223, jwr0232, rtt, rtv1	rtt srna
b4426	isra, eck1336, is061, jwr0233	novel srna, function unknown
b4427	micc, eck1373, is063, jwr0234, tke8	micc srna regulator of ompc translation
b4428	hokb, eck1412, jw5225, ydcb	toxic polypeptide, small
b4430	rydb, eck1681, is082, jwr0236, tpe7	novel srna, function unknown
b4431	rpra, eck1686, is083, jwr0203, psra5	positive regulatory srna for rpos translation; non-essential gene
b4432	ryea, eck1838, is091, jwr0237, psra8, srac, tpke79	novel srna, function unknown
b4433	ryeb, eck1839, jwr0238, tpke79	novel srna, function unknown
b4435	isrc, eck1992, is102, jwr0240	novel srna, function unknown, cp4-44; putative prophage remnant
b4436	ryec, eck2068, jwr0241, quad1a, tp11	novel srna, function unknown; paralogous to the other quad srna
b4437	ryed, eck2069, jwr0242, quad1b, tpe60	novel srna, function unknown; paralogous to the other quad srna
b4438	cyar, eck2078, jwr0243, ryee	srna effector of ompx mrna instability, camp-induced; hfq-dependent
b4439	micf, eck2208, is113, jwr0043, stc	regulatory antisense srna affecting ompf expression
b4440	ryfa, eck2518, jwr0244, pair3b, tp1	novel srna, function unknown
b4441	glmy, eck2554, jwr0245, srof, tke1	srna activator of glms mrna
b4442	mica, eck2682, jwr0246, psra10, srad	srna effector of ompa mrna instability in stationary phase; requires
b4443	gcvb, eck2804, is145, jwr0247, psra11	gcvb srna gene divergent from gcva
b4444	omra, eck2833, jwr0248, pair2a, psra12, ryga, srae, t59	srna down regulates om proteins; positively regulated by ompr/envz;
b4445	omrb, eck2834, jwr0249, pair2b, rygb, t59	srna down regulates om proteins; positively regulated by ompr/envz;
b4446	rygc, eck2908, jwr0250, quad1c, t27	novel srna, function unknown; paralogous to the other quad srna
b4447	rygd, c0730, eck3041, is156, jwr0251, quad1d, tp8	putative srna, function unknown; paralogous to the other quad srna
b4448	psrn, eck3078, is160, jwr0252, psra14, sraf, tpk1	novel srna, function unknown
b4449	psro, eck3153, jwr0253, p3, psra15, srag	novel srna, function unknown
b4450	ryha, eck3199, jwr0254, psra16, srah	novel srna, function unknown
b4451	ryhb, eck3426, jwr0219, psra18, srai	regulatory srna mediating positive fur regulon response
b4452	gady, eck3500, is183, jwr0255	srna regulator of gadab transcriptional activator gadx mrna
b4453	ldrd, eck3524, jw5966	toxic polypeptide, small
b4454	rdld, eck3525, jwr0256	antisense srna rdld
b4455	hoka, eck3544, jw3526, yiaz	toxic polypeptide, small
b4456	glmz, eck3795, jwr0257, k19, psra20, ryia, sraj	srna activator of glms mrna, hfq-dependent
b4457	csrc, eck3858, is198, jwr0214, psra21, ryib, srak, tpk2	csrc srna
b4458	oxys, eck3952, jwr0098	oxys srna
b4459	ryja, eck4056, eg31166, jwr0258, sral	novel srna, function unknown
b4460	arah, eck1897, jw1887	fused l-arabinose transporter subunits of abc superfamily: membrane
b4461	yfjd, corb, corf, eck2609, jw5415, ypje	predicted inner membrane protein
b4462	ygaq, eck2649, jw5425, ygar, yqac, yqad	pseudogene
b4463	ygcu, eck2767, jw5442, ygct, ygcv	predicted fad containing dehydrogenase
b4464	ygfq, eck2880, jw5467, ygfr	predicted transporter
b4465	yggp, eck2927, jw5477	predicted dehydrogenase
b4466	yghj, acfd, eck2968, jw5925	predicted inner membrane lipoprotein
b4467	glcf, eck2972, gox, jw5486, yghl	glycolate oxidase iron-sulfur subunit
b4468	glce, eck2973, gox, jw5487, yghl	glycolate oxidase fad binding subunit
b4469	ygiq, eck3007, jw5501, ygir	conserved protein
b4470	yham, eck3099, jw5518, yhan	conserved protein
b4471	tdcg, eck3101, jw5520, yhap, yhaq	l-serine dehydratase 3 (ec:4,3,1,17)
b4472	yhdp, eck3234, jw5542, yhdq, yhdr	conserved membrane protein, predicted transporter
b4473	smf, eck3272, jw5708	conserved protein
b4474	frlc, eck3360, jw5699, yhfo, yhfp	predicted isomerase
b4475	rtca, eck3406, jw5688, yhgj, yhgk	rna 3'-terminal phosphate cyclase (ec:6,5,1,4)
b4476	gntu, eck3421, jw5686	gluconate transporter, low affinity gnt 1 system
b4477	dgoa, eck3685, jw5628, yidu	2-oxo-3-deoxygalactonate 6-phosphate aldolase (ec:4,1,2,21)
b4478	dgod, eck3684, jw5629, yidu	galactonate dehydratase (ec:4,2,1,6)
b4479	dgor, eck3687, jw5627, yidw	predicted dna-binding transcriptional regulator
b4480	hdfr, eck3756, jw5607, yifa, yifd	dna-binding transcriptional regulator
b4481	rfft, eck3785, jw5596, rff, wecf, yifm	tdp-fuc4nac:lipidiifuc4nac transferase (ec:2,4,1,-)
b4482	yige, eck3809, jw5591	predicted protein
b4483	tatd, eck3833, jw5931, mttc, yigw, yigx	dnase, magnesium-dependent (ec:3,1,21,-)
b4484	cpxp, eck3906, jw5558, yiio	periplasmic protein combats stress
b4485	ytfr, eck4224, jw5752, ytfs	predicted sugar transporter subunit: atp-binding component of abc
b4486	yjiv, eck4467, mcrd, yjiu	pseudogene
b4487	yjdp, eck4084, jw5890	conserved protein
b4488	ilvg, eck3760, ilvo, jw3740, jw3741	pseudogene
b4490	efeu, eck1007, jw1002, jw5141, ycdn	pseudogene
b4491	ycgh, eck1157, jw5176, jw5901	pseudogene
b4492	ydba, eck1398, jw1402, jw5802	pseudogene
b4493	gapc, eck1409, jw1413, jw5906	pseudogene
b4494	arpb, eck1718, jw1710, jw5278, ydiw, ydix	pseudogene
b4495	yedn, eck1932, jw1918, jw5912, yedm	pseudogene
b4496	yeds, eck1962, jw1948, jw1949, jw5319, yedt	pseudogene
b4497	yeel, eck1975, jw1961, jw5325, yeek	pseudogene
b4498	gatr, eck2083, jw2074, jw5340	pseudogene
b4499	yehh, dino, eck2108, jw2102, jw5915, jw5916, molr, sosf, yehf, yehg	pseudogene
b4500	yfas, eck2220, jw2221, jw2222, yfar	pseudogene
b4501	tori, eck2359, jw5387	response regulator inhibitor for tor operon
b4502	yeiw, eck2164, jw5361	conserved protein
b4503	yaff, eck0219, jw0208	pseudogene
b4504	ykfh, eck0248, jw5956	predicted protein
b4505	insx, eck4473, ykgn	pseudogene
b4506	ykgo, eck0295, jw5034, rpmj2	rpmj (l36) paralog
b4509	ylcg, eck0542, jw5076	dlp12 prophage; predicted protein
b4511	ybdz, eck0578, jw0577	conserved protein
b4512	ybdd, eck0592, jw0591	conserved protein
b4513	kdpf, eck0687, jw0687	potassium ion accessory transporter subunit
b4514	ybfq, eck4474	pseudogene
b4515	ybgt, eck0723, jw0724	conserved protein
b4517	gnsa, eck0982, jw0976, sfa, yccl	predicted regulator of phosphatidylethanolamine synthesis
b4518	ymdf, eck0996, jw5136	conserved protein
b4519	icdc, eck1146, icd, jw5173	pseudogene
b4520	ymgf, eck1156, jw1156	predicted protein
b4521	ycgi, eck1161, jw1162, ymgh	pseudogene
b4522	ymia, eck4433	hypothetical protein
b4523	ycix, eck1270, jw5198, jw5199	hypothetical protein
b4524	ycjv, eck1313, jw1311, ymjb	pseudogene
b4525	ymjc, eck1323, jw5960	pseudogene
b4526	ydae, eck1349, jw1346	rac prophage; conserved protein
b4527	ydaf, eck1352, jw1349	rac prophage; predicted protein
b4529	ydbj, eck1375, jw5215	predicted protein
b4532	yncn, eck1431, hica, jw5230	predicted protein
b4533	ynfo, eck1542, jw5251	hypothetical protein, qin prophage
b4535	ynid, eck1719, jw5911	predicted protein
b4536	yobh, eck1825, jw5298	predicted protein
b4537	yecj, eck1901, jw1891	predicted protein
b4538	yoef, eck2000, jw5328	pseudogene
b4539	yoeb, eck2011, jw5331	toxin of the yoeb-yefm toxin-antitoxin system
b4541	yehk, eck2110, jw2106	predicted protein
b4542	yoho, eck2120, jw5354	predicted protein
b4543	ypaa, eck2237, jw5964	predicted protein
b4544	arne, eck2251, jw2252, pbge2, yfbw	conserved protein
b4546	ypeb, eck2405, jw5877	predicted protein
b4547	ypfn, eck2468, jw2457	predicted protein
b4548	ypjj, eck2641, jw5421	predicted protein
b4550	yhdl, eck3278, jw3253	conserved protein
b4551	yhev, eck3337, jw3312	predicted protein
b4552	yrhc, eck3468, jw5678	pseudogene
b4553	ysab, eck3549, jw3532	predicted protein
b4554	yibt, eck3591, jw3576	predicted protein
b4555	yics, eck3652, jw5965	predicted protein
b4556	glvg, eck3673, jw3658, yidm, ysdc	pseudogene
b4557	yidd, eck3697, jw3682	predicted protein
b4558	yifl, eck3803, jw3781	predicted lipoprotein
b4559	yjdo, eck4122, jw5732	predicted protein
b4561	insm, eck4273	pseudogene
b4565	sgcb, eck4294, jw5967	predicted enzyme iib component of pts
b4566	yjhx, eck4298, jw5968	conserved protein
b4567	yjjz, eck4358, jw5797	predicted protein
b4568	ytja, eck4368, jw5891	predicted protein
b4569	yhce, eck3207, jw3184, jw3187	pseudogene
b4570	lomr, eck1366, jw5884, jw5904	pseudogene
b4571	wbbl, eck2025, jw2012, jw2016, yefj	pseudogene
b4572	ylbe, eck0512, jw0507, jw0508	pseudogene
b4573	insz, eck1234, jw1227, jw5883, ychg, ychr	pseudogene
b4575	yjgx, eck4266, jw4234, jw5763, jw5764, yjgy	pseudogene
b4577	sgrs, eck0071, jwr0259, ryaa	srna that destabilzes ptsg mrna; regulated by sgrr
b4578	ynck, eck1425, jw5227, jw5961	pseudogene
b4579	yaix, eck0356, jw0350, yaif	pseudogene
b4580	yait, eck0368, jw0362, yaiu	pseudogene
b4581	ybem, eck0618, jw0620, ybeh	pseudogene
b4582	yoea, eck1989, jw5326, yoee	pseudogene
b4585	srob, eck4396, er13, rybc	novel srna, function unknown
b4586	ykfm, eck4397	hypothetical protein, no homologs
b4587	insn, eck0257, inso, orfab	pseudogene
b4588	ylch, eck4398	hypothetical protein, dlp12 prophage
b4590	ybfk, eck4400	hypothetical protein
b4592	yccb, eck4402	hypothetical protein
b4593	ymgi, eck4403	hypothetical protein
b4594	ymgj, eck4404	hypothetical protein
b4595	yciy, eck4405	hypothetical protein
